oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
Ingeniero Mecánico para Gestor Flota Vehículos," Quinta Normal, R.Metropolitana",No Informa,800000.0,2.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Importante empresa de recursos humanos que trabaja con empresas de servicios básico, se encuentra en búsqueda de un Ingeniero Mecánico para Gestor de Flota Vehicular.Horario: Lunes a Viernes de 8:30 a 18:30 hrsRenta: 800.000Requisitos:- Ingeniero Mecánico, EXCLUYENTE- Dos años de experiencia en cargos similares. - Manejo de Excel Intermedio (Tablas Dinámicas)Funciones:- Control GPS- Control de mantención de vehículos- Compra y control de combustible- Control de conductor y asignación de vehículos-  Documentación al día",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-mecanico-para-gestor-de-flota-de-vehiculos-santiago-en-santiago-quinta-normal-800801BC50D03C6461373E686DCF3405,2020-09-06
ingenierosarrollo," Providencia, R.Metropolitana",CLAVE,1200000.0,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Somos una empresa de desarrollo de Tecnología especializada en la industria financiera y aseguradora. Trabajamos en el desarrollo de plataformas de venta de servicios financieros mobile first. Para estos proyectos buscamos incorporar a profesionales de tecnología, ingenieros de civiles informáticos o equivalente para desempeñarse en el cargo de Desarrollador Angular. Ofrecemos : - Capacitación en las diferentes capas de la arquitectura. - Capacitación en Habilidades Blandas (Comunicación, trabajo en equipo) Remuneración :$1.200.000 – Líquidos mas vales de colación (eq $70.000) Beneficios variables adicionales en función del desempeño Días de Vacaciones adicionales por cumpleaños, eventos especiales y desempeñoTrabajo en modalidad remota inicialmente. Posteriormente parcialmente remoto (2 a 3 días).Se requiere experiencia demostrable en el desarrollo de aplicaciones de front end.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-desarrollo-angular-en-santiago-providencia-C08C71C915954C1061373E686DCF3405,2020-09-06
Ingeniero Soporte Tecnico,"Santiago Centro, R.Metropolitana",Tecnova Soluciones Informáticas,,1.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Educación media,"Empresa TI requiere contratar Técnico en soporte PARA TRABAJAR CON NOSOTROS EN CLIENTE CONTRATO PROYECTO Capacidad para solucionar problemas de soporte en estaciones de trabajo con sistema operativo MS Windows XP y versiones superiores.Conocimientos en herramientas de escritorio, amplio dominio en Office 2003 y superior.Conocimientos en instalación de Sistema operativo Windows XP y superior.Conocimientos en la administración de políticas con Active DirectoryConocimiento en la administración de colas de impresiónConocimientos en la administración de herramientas de detección y eliminación de virus, spyware y software malicioso.Conocimientos en implementación y administración de Gsuite y Office 365Conocimientos en implementación y administración de plataformas helpdesk (GLPI, OSTicket, Service Desk o similares).Poseer experiencia en confección de inventario de hardware y software.Poseer experiencia en administración de ambientes Linux.EN STGO CENTRO LUNES A VIERNES HORARIO OFICINA ACUAL REMOTO",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-soporte-tecnico-tecnologia-en-santiago-centro-B8865A11B2717BA661373E686DCF3405,2020-09-06
Ingeniero Sistemas,"Santiago Centro, R.Metropolitana",Zeke,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere contratar profesionales con el siguiente perfilIngeniero de SistemasExperiencia en Plataformas complejas.Experiencia en sistemas transaccionales en línea y en tiempo real.Experiencia en BD relacionales.Experiencia en tecnologías de la información.Experiencia en WebServices.Experiencia desarrollo en múltiples capas.Se ofrece proyecto de 24 meses, interesados enviar cv indicando su disponibilidad y pretensiones de renta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-en-santiago-centro-B49ED36FD6D2D13F61373E686DCF3405,2020-09-06
Ingeniero Sistemas,"Santiago Centro, R.Metropolitana",Zeke,,5.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere contratar profesionales con el siguiente perfilIngeniero de SistemasExperiencia en Plataformas complejas.Experiencia en sistemas transaccionales en línea y en tiempo real.Experiencia en BD relacionales.Experiencia en tecnologías de la información.Experiencia en WebServices.Experiencia desarrollo en múltiples capas.Se ofrece proyecto de 24 meses, interesados enviar cv indicando su disponibilidad y pretensiones de renta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-	ingeniero-civil-mencion-en-transporte-ingeniero-en-transito-ingeniero-en-transporte-en-santiago-vitacura-BC6534F867BAD4A261373E686DCF3405,2020-09-06
Ingeniero/a Compras,"Santiago Centro, R.Metropolitana",Servicios Comerciales Eduardo Rojas S. E.I.R.L.,,3.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Empresa de amplia trayectoria busca ingeniero mecánico, hidráulico, industrial o carrera afín, con experiencia mínima de 3 años en cargo de compras/ventas técnicas, de materiales industriales / instrumentación / automatización o cargo similar.Profesional orientado a resultados, prolijo, dinámico y apto para trabajo bajo presión. Experiencia, Ingles y Excel avanzado son requisitos indispensables y serán medidos en el proceso de selección.Se requiere disponibilidad para cambio de lugar de residencia",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-compras-3-anos-de-experiencia-ingles-excel-avanzado-en-santiago-centro-3EE2359663796DCE61373E686DCF3405,2020-09-06
Técnico/ Ingeniero soporte Informático,"Santiago Centro, R.Metropolitana",Valor Unico,700000.0,3.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Educación media,"Empresa ubicada en Santiago Centro, solicita Técnico/ Ingeniero de soporte informático que cumpla con los siguientes requisitos:-Técnico o Ingeniero Informático, o en Telecomunicaciones-2  a 5 años de Experiencia en actividades de Soporte e instalación de Notebooks -Experiencia en Operación/Administración de Switches/Router CISCO-Experiencia en software de Tickets-Manejo de Informes de Gestión de Servicios y presentaciones a clientes-2 a 5 años de Experiencia en tareas de Soporte de Redes.Inicialmente en formato de teletrabajo hasta la determinación de trabajo presencial de acuerdo a contingencia.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-ingeniero-de-soporte-informatico-en-santiago-centro-FA54D8D83028286B61373E686DCF3405,2020-09-06
Ingeniero Analista Técnico," Providencia, R.Metropolitana",No Informa,,3.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa de Telecomunicaciones requiere incorporar a su equipo Ingeniero Analista TécnicoRequerimientos:- Ingeniero Civil  o Ingeniero en ejecución en Informática- 2 a 3 años de experiencia laboral, principalmente en: - Conocer plataforma JIRA Service Desk o Equivalente- Experiencia en Gestión de Proyectos- Apoyo y Control en Implementaciones de Proveedores Externos- Conocimientos en base de datos Oracle- Experiencia en integraciones de sistemas- ProactividadLugar de trabajo: Inicial Remoto Contrato:  meses por proyecto luego indefinidoInteresados enviar CV indicando disponibilidad y pretensiones de renta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-analista-tecnico-jira-service-desk-y-oracle-en-santiago-providencia-314EC652B42AFBC461373E686DCF3405,2020-09-06
IngenierovOps Azure," Providencia, R.Metropolitana",XinerLink,200000.0,4.0,No,No,Jornada extraordinaria,contrato a plazo fijo,Universitaria,"Software Factory Ingeniero DevOps AzurePrincipales Funciones:* Implementar/actualizar los Pipelines de integración y despliegue continuo* Soportar el proceso despliegue de aplicaciones en Azure* Capturar y analizar los logs operacionales para detectar problemas y pasar al equipo de desarrollo para corregir* actualizar el uso del repo de control de versión* diseñar/configurar infra.as-code, mecanismos de control de cumplimiento, y seguridad según sean definidos por el ClienteRequisitos: Azure DevOps Service (Azure Pipelines,  Boards, Repos) Formación requerida: Ingeniero en ejecución, analista de sistemas o programador con especialización en computación o informática, egresado de instituto profesional o universidad (o carrera afín).  Condiciones laborales:Renta acorde al mercadoJornada Laboral:  lunes a viernes de 8:30 a 18:30 hrs",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-devops-azure-en-santiago-providencia-BA89AFA38794CC0861373E686DCF3405,2020-09-06
Ingeniero Estudios/ Control Procesos," Providencia, R.Metropolitana",XinerLink,1299998.0,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Reconocida consultora de recursos humanos se encuentra en búsqueda de un ANALISTA CONTROL GESTIÓN DE PROCESOS para realizar un remplazo pre y post natal en importante entidad financiera ubicada en SANTIAGO CENTRO. FUNCIONES DEL CARGO:Generar información, análisis y estudios relacionados con distintos aspectos en los que se desarrollan los medios de pagoPreparar y distribuir periódicamente Informes de Gestión y ProductosPreparar presentaciones y análisis semanales de resultados de medios de pagoResponder a los distintos requerimientos de las gerencias sobre la evolución del negocioGenerar estudios de comportamiento y análisis históricos y de evolución de medios de pagoGenerar proyecciones de comportamiento de medios de pagoParticipar en proyectos que impactan en la disponibilidad de información para la gestión, tales como: Gobierno de Datos, propina, prepago, entre otros,REQUISITOS EXCLUYENTES:Ingeniero Civil Industrial, Ingeniero Comercial, Ingeniero en Control de Gestión.Experiencia al menos 1 año en análisis de datos, generar reportes y presentaciones en Power Point.Excel AvanzadoManejo herramientas Office; Access; Power BI; Excel; Power Point; Conocimiento básico SQLTE OFRECEMOS:Renta: 1.300.000Vales de colación de 5.000 c/u HORARIO:Lunes a Jueves 08:45 a 18:15 y Viernes 08:45 a 15:45 hrs. (30 min de colación).",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-estudios-control-de-procesos-descanso-maternal-en-santiago-providencia-76F452558903213A61373E686DCF3405,2020-09-06
Ingeniero Control  Gestión Ssoma," Quilicura, R.Metropolitana",XinerLink,1111111.0,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa dedicada al rubro de minería se encuentra en búsqueda de Ingeniero Control deGestión SSOMA para desempeñarse en la comuna de QuilicuraPrincipales Funciones:-Consultoría Implementación en Sistemas de Gestión normas ISO-Elaboración de Información Documentada y Auditorías InternasIndicadores de logro (KPIs/Resultados)-Cumplimiento Plan Implementación SGI-Propuesta de Objetivos, Metas del SGI-Cumplimiento Plan de AuditoriaRequisitos:-Título de Ingeniero en Prevención de Riesgos, Medio Ambiente o carrera a fin.-Experiencia de al menos 3 años en el área de Sistema de Gestión ISO – OHSAS-Formación Auditor Normas ISO-Office Intermedio-Especialización en Sistemas de Gestión Seguridad, Salud y Medio AmbienteHorario: Artículo 22Renta Acorde al mercado",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-control-de-gestion-ssoma-en-santiago-quilicura-D328A7387E885D4161373E686DCF3405,2020-09-06
Ingeniero Control Gestión Ssoma," Quilicura, R.Metropolitana",XinerLink,1111111.0,3.0,No,No,Jornada extraordinaria,contrato a plazo fijo,Universitaria,"Importante empresa dedicada al rubro de minería se encuentra en búsqueda de Ingeniero Control deGestión SSOMA para desempeñarse en la comuna de QuilicuraPrincipales Funciones:-Consultoría Implementación en Sistemas de Gestión normas ISO-Elaboración de Información Documentada y Auditorías Internas-Indicadores de logro (KPIs/Resultados)-Cumplimiento Plan Implementación SGI-Propuesta de Objetivos, Metas del SGI-Cumplimiento Plan de AuditoriaRequisitos:-Título de Ingeniero en Prevención de Riesgos, Medio Ambiente o carrera a fin.-Experiencia de al menos 3 años en el área de Sistema de Gestión ISO – OHSAS-Formación Auditor Normas ISO-Office Intermedio-Especialización en Sistemas de Gestión Seguridad, Salud y Medio AmbienteHorario: Artículo 22Para postular favor indicar pretensiones de renta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-control-de-gestion-ssoma-quilicura-en-santiago-quilicura-2885B8DBEABE021861373E686DCF3405,2020-09-06
Ingeniero en Infraestructura y Comunicaciones," conchalí, R.Metropolitana",No Informa,,3.0,Si,Si,Jornada de 45 horas semanales,contrato indefinido,Educación media,"Prestigiosa Empresa del Rubro Eléctrico, desea incorporar a su equipo Ingeniero en Infraestructura y Comunicaciones, con el objetivo de administrar Proyectos de Infraestructura Informática y supervisar la operación de servidores, redes de datos y comunicaciones, resguardando la información del negocio y asegurando la disponibilidad de los servicios tecnológicos, plataformas, Hardware y Software de la empresa. Requisitos:-Mínimo 3 años de experiencia en el cargo.-Título Técnico o Profesional en Telecomunicaciones o Conectividad y Redes. -Licencia de Conducir Clase B.-Inglés Avanzado – Experto.-Conocimiento en Servidores Microsoft y Linux, Redes Computacionales, Telefonía IP, Antivirus, Virtualización VMware, Active Directory, Office 365 y Servidores Web.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-infraestructura-y-comunicaciones-en-santiago-conchali-28366DB79A2EE7DE61373E686DCF3405,2020-09-06
Ingeniero Informático ITIL," Providencia, R.Metropolitana",No Informa,,5.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa se encuentra en la busqueda de Expertos ITIL que cuente con experiencia en:.Conocimientos indispensables en metodología ITIL (certificados)Diseño y optimización y documentación de los procesos ITILResponsables de realizar análisis que se identifiquen de los comportamientosde atención de incidencias, mapeos, entradas de requerimientos para propuestas de mejoras.Implementación de sistemas de trabajo y gestión con enfoque de aseguramiento de procesos, calidad.Implementación de mejores prácticas.Implementación de Indicadores de proceso, seguimiento a la Implementación y control documental de procedimientos establecidos.Llevar a cabo auditorías a procesos establecidosComunicar compromisos de mejora.Manejo de Normas de CalidadManejo de OfficeConocimientos en seguridad de la información, control de acceso",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-itil-en-santiago-providencia-005686417773B3D661373E686DCF3405,2020-09-06
Ingeniero Sofware experiencia JEE u .NET.,"Santiago Centro, R.Metropolitana",GRUPO EXPRO,1000000.0,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Buscamos un profesional del área TI con experiencia en el desarrollo de proyectos con tecnologías J2EE u .NET.Misión del cargo:El Ingeniero de Software es responsable de diseñar e implementar soluciones tecnológicas de apoyo a los procesos de negocio, acorde a los estándares y metodologías de desarrollo de software de la compañía, respetando en todo momento las políticas de Seguridad de la Información, tanto en la confidencialidad, integridad y disponibilidad de la misma. Las soluciones diseñadas e implementadas deberán contribuir al cumplimiento de las metas de la compañía u áreas solicitantes, además el Ingeniero de Software, deberá colaborar, en calidad de Analista, al Jefe de Proyecto asignado en cada una de las iniciativas en que participe.Entre sus principales funciones: Desarrollar componentes y piezas de software Automatizar procesos y tareas manuales Diseñar soluciones de software en base a buenas prácticas en patrones de Arquitectura de Software Atender requerimientos usuarios e incidencias para aplicaciones que estén en ambiente productivo Colaborar en las etapas de análisis y toma de requerimientos usuariosRequisitos: Experiencia previa en compañías de Seguros, Retail o Banca. Formación técnica o profesional completa en alguna carrera con vinculación directa a las Tecnologías de la InformaciónSe ofrece: Beneficio colación diaria Jornada oficina lunes a viernes Lugar de trabajo: Santiago CentroRenta $1.000.000 valor líquido más movilización por $21.000 y vales de colación por $3.600 por día hábil efectivamente trabajadoLa contratación es con empresa externa de RRHH, causal licencia médica (extensa)Trabajo remoto (inicialmente) de forma eventual Santiago Centro",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-sofware-experiencia-j2ee-u-net-en-santiago-centro-5D20441BAC2C17C461373E686DCF3405,2020-09-06
Ingeniero Civil Electrónico experiencia en Telemetría," Pudahuel, R.Metropolitana",XinerLink,200000.0,3.0,No,No,Jornada extraordinaria,contrato a plazo fijo,Magister o Postgrad,"Importante empresa dedicada al rubro de minería se encuentra en búsqueda de Ingeniero de Proyecto e Innovación para desempeñarse en la comuna de Pudahuel Principales Funciones:-Liderar proyecto de diseño de equipos IoT. Desarrollo de equipo de medición y transmisión de datos para proyectos de telemetría. Indicadores de logro (KPIs/Resultados)-Cumplimiento de metas-Seguimiento de proyectos y cumplimiento de calidad y plazos-Documentación generada, de respaldo del desarrollo (códigos fuentes, instructivos, planos) Requisitos:-Título de Ingeniería Civil Electrónica , Magíster y/o Doctorado-Experiencia de al menos 3 años en el área eléctrica y de desarrollo, en programación (Python, C++). Conocimiento en SO Linux.-Conocimiento en hardware Raspberry o similar.-Conocimiento de software para la generación de planos eléctricos-Conocimiento y/o manejo de plataformas en la Nube AWS o AZURE-Conocimiento en Inglés Intermedio, Office intermedio Horario: Artículo 22Renta Acorde al mercado",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-electronico-experiencia-en-telemetria-iot-programacion-en-santiago-pudahuel-1440772610AFFCEE61373E686DCF3405,2020-09-06
Ingeniero en Ejecución Informática o Computación," Las condes, R.Metropolitana",Alcansa,1300000.0,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa de Telecomunicaciones necesita contratar para un proyecto de 6 meses Profesional con conocimientos y/o experiencia en desarrollo moderno de software para  construir y mejorar las plataformas existentes. Para esto se necesita a alguien que  pueda desarrollar las nuevas funcionalidades y componentes de las plataformas de forma eficiente y segura que aplique técnicas de Test-Driven Development, flujos de desarrollo como Trunk based development o feature branch y sea colaborativo con su conocimiento.Funciones:-Colaborar en el diseño de las soluciones para  plataformas.             -Desarrollar funcionalidades nuevas tanto en el backend como en el Frontend.              -Colaborar en la implementación de los pipelines de CI/CD.              -Revisión de código a pares e implementar mejoras del equipo        Requisitos:-Carrera Profesional: Ingeniería en Ejecución Informática,  preferentemente mención Computación o Informática o Tecnologías de Información.-Experiencia en el cargo Igual o superior a 3 años-Lenguajes: Python, Javascript  Excluyente -Experiencia en desarrollo de sistemas, desarrollo moderno de software, uso de lenguajes y tecnologías como Python, Javascript y desarrollo de arquitecturas serverless en diferentes proveedores en la nube",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-ejecucion-informatica-o-computacion-deveops-senior-engineer-en-santiago-las-condes-B730B24A03D5CB3061373E686DCF3405,2020-09-06
Ingenieros Analistassarrollo Agua Potable Rural,"Temuco, Araucanía",XinerLink,1200000.0,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa de servicios requiere contratar a la brevedad Ingenieros como Analistas de Desarrollo Agua Potable Rural para trabajar en la ciudad de temuco.Principales Funciones:-          Gestionar iniciativas de inversión pública/privada para la aprobación del financiamiento de las obras sanitarias y APR-         Evaluar técnica y económicamente las alternativas de solución para satisfacer los requerimientos de la comunidad y/o comité involucrado.-          Gestionar permisos ambientales, municipales, y de otras entidades para la ejecución de los proyectos.-          Formular y definir el alcance de los proyectos de APR en conjunto con las instituciones y beneficiarios involucrados.-          Asistir en la elaboración de los presupuestos de las inversiones APR.-          Modelar los sistemas y verificar su capacidad para definir soluciones futuras.-          Apoyar en la regularización de los requerimientos de Derechos de Agua y terrenos de los comités de APR así como la regularización de terrenos de los proyectos de APR.-          Controlar el efectivo desarrollo de los diseños que se cobran y sus montos, verificando el cumplimiento de las etapas realizadas y a pagar en un determinado estado de pago.-          supervisión en terreno de la ejecución de las obras de APR.Horario de Trabajo:-          lunes a viernes de 08:15 a 17:45, con 30mm de colaciónSe Ofrece:-          1.200.000 mensual-          Contrato de ProyectoRequisitos:-          Ingeniero Civil/ Construcción Civil, afín-          Licencia clase B-          Mínimo 3 años de experiencia en planificación pública e Ingeniería hidráulica y sanitaria.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieros-analistas-desarrollo-agua-potable-rural-temuco-en-temuco-7155517A92ACBD6A61373E686DCF3405,2020-09-06
Ingeniero/a Alimentos," Providencia, R.Metropolitana",Adecco Chile,,2.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Nos encontramos en la búsqueda de Ingeniero o Ingeniera en alimentos, con experiencia en al menos 2 años en el cargoFunciones: - Desarrollar nuevos productos para la marca , - Mejora y actualización de productos que actualmente se comercializan Requisitos:- Contar con titulo profesional de Ingeniería en alimentos o similar- 2 años mínimo de experiencia en el área - Haber trabajado anteriormente en alguna Industria de alimentos",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieroa-de-alimentos-en-santiago-providencia-92494EE33513430D61373E686DCF3405,2020-09-06
Ingeniero en Prevención Riesgos," Las condes, R.Metropolitana",Adecco Chile,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa dedicada a los negocios en agricultura requiere incorporar Ingeniero en Prevención de Riesgos, Calidad y Ambiente para trabajar por duración de proyecto.Las principales funciones del cargo son:- Identificación y evaluación de riesgos de los procesos de los equipos de venta y logística.- Seguimiento a los planes de acción de las auditorías realizadas. - Revisión Reglamento Interno e Implementación de políticas internas.- Inspecciones en terreno (Comercial, CPD, P&S).- Aplicación de los protocolos MINSAL (Psicosocial, Radiación UV, Plaguicidas).- Revisión y actualización de procedimientos, planes de emergencia, matrices de riesgos, entre otros. - Entrenamientos en HSE para algunas áreas específicas de la compañía. - Revisión de los aspectos legales pertinentes para las operaciones de equipo de ventas y logística.- Elaboración de protocolos COVID 19, para algunas actividades de la operación.Requisitos:- Estudios en Prevención de Riesgos.- 3 a 5 años de experiencia.- Manejo de Excel intermedio.- Manejo de Inglés Básico.- Licencia clase B vigente.Condiciones del cargo:- Comuna Las Condes e instalaciones ubicadas en Requínoa.- Horario Lunes a Viernes de 08:00 a 17:30 Hrs.- Contratación mediante Adecco.- Plazo de contrato: 3 meses, con posibilidad de extensión a 6 según duración del proyecto.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-de-riesgos-disponibilidad-inmediata-en-santiago-las-condes-7C0D73CE568B294661373E686DCF3405,2020-09-06
Ingeniero InformáticovOps Azure," Providencia, R.Metropolitana",IT People S.A.,,4.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa del rubro informático, necesita a un Ingeniero DevOps con experiencia en plataformas Azure, para período de 1 año (posibilidad de extensión). Requisitos:- Contar con título de Técnico, Ingeniero Informático, o título afín.- Tener al menos 3 años de experiencia en plataformas Azure.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-devops-azure-en-santiago-providencia-E55684C8025BFF3F61373E686DCF3405,2020-09-06
Ingenieros Analistassarrollo Agua Potable Rural,"Temuco, Araucanía",XinerLink,1200000.0,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa de servicios requiere contratar a la brevedad Ingenieros como Analistas de Desarrollo Agua Potable Rural para trabajar en la ciudad de temuco.Principales Funciones:-          Gestionar iniciativas de inversión pública/privada para la aprobación del financiamiento de las obras sanitarias y APR-         Evaluar técnica y económicamente las alternativas de solución para satisfacer los requerimientos de la comunidad y/o comité involucrado.-          Gestionar permisos ambientales, municipales, y de otras entidades para la ejecución de los proyectos.-          Formular y definir el alcance de los proyectos de APR en conjunto con las instituciones y beneficiarios involucrados.-          Asistir en la elaboración de los presupuestos de las inversiones APR.-          Modelar los sistemas y verificar su capacidad para definir soluciones futuras.-          Apoyar en la regularización de los requerimientos de Derechos de Agua y terrenos de los comités de APR así como la regularización de terrenos de los proyectos de APR.-          Controlar el efectivo desarrollo de los diseños que se cobran y sus montos, verificando el cumplimiento de las etapas realizadas y a pagar en un determinado estado de pago.-          supervisión en terreno de la ejecución de las obras de APR.Horario de Trabajo:-          lunes a viernes de 08:15 a 17:45, con 30mm de colaciónSe Ofrece:-          1.200.000 mensual-          Contrato de ProyectoRequisitos:-          Ingeniero Civil/ Construcción Civil, afín-          Licencia clase B-          Mínimo 3 años de experiencia en planificación pública e Ingeniería hidráulica y sanitaria.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenieros-analistas-desarrollo-agua-potable-rural-temuco-en-temuco-9DFAAD97CAE3A2F161373E686DCF3405,2020-09-06
"Ingeniero Civil, Ingeniero Constructor o Constructor Civil","Valparaíso, Valparaíso",Constructora e Inmobiliaria Socoin SpA,,10.0,Si,Si,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Importante Empresa Constructora, requiere profesional del área de la construcción, para el cargo de Administrador de Contratos.Debe ser Ingeniero Constructor, Ingeniero Civil o Constructor Civil, con 10 años de experiencia en OBRAS HIDRÁULICAS, SANITARIAS, CIVILES y VIALES.Amplia experiencia en Estudio de Licitaciones de Propuestas Públicas, APU, Carta Gantt y Rutas Críticas, Presupuestos, Flujos de Caja, Programación, Conocimiento de Materiales del Rubro.Entre sus principales fortalezas debe manejar adecuadamente la Administración del Personal, Capacidad de Mando y Liderazgo, Toma de Decisiones, Administrar eficientemente los recursos destinados para la ejecución de las obras.Nivel avanzado en AUTOCAD, PROJECTDebe presentar Currículo actualizado, Certificado de Título Original o Copia Autorizada ante Notario Público. INDICAR PRETENSIONES DE RENTA LIQUIDA.Nacionalidad: CHILENOLugar de Residencia: V Región (Excluyente)Aquellas personas que no cumplan con el perfil por favor abstenerse.Tipo de puesto: Tiempo completo, Indefinido",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-ingeniero-constructor-o-constructor-civil-en-valparaiso-EF1C962B3B9D370361373E686DCF3405,2020-09-06
Ingeniero,"Antofagasta, Antofagasta",Design soluciones de ingeniería,,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Empresa de desarrollo de ingeniera, se encuentra en búsqueda de un Ingeniero Mecánico, un ingeniero eléctrico y proyectista eléctrico titulado con capacidad de desarrollo y confección de documentos inherentes a una oficina técnica:Informes técnicos.Memoria de cálculos.Criterios de diseño.Especificaciones técnicas.Planos.La empresa se desenvuelve en el sector minero y los tipos de proyectos mecánicos son de variada índole. Es por ello, que se requiere tenga como fuerte alguna de las siguientes áreas, pero sin limitarse a ella al momento de afrontar proyectos:Diseño de equipos, dispositivos y elementos mecánicos.Piping.Sistemas de bombeo.Correas transportadoras.Ventilación industrial.El uso de programas de ingeniería es indispensable para el desarrollo de los proyectos, por lo que sería ideal el dominio de alguno de los siguientes:Primordiales:AUTOCAD (nivel básico como mínimo)SOLIDWORKS (idealmente en nivel intermedio o superior)Plus:PIPE FLOWCAESAR IICADWORXEDEMCompetencias y habilidades:Proactivo.Capacidad de liderazgo.Buena capacidad de trabajo en equipo.Capacidad de trabajo bajo presión.Buena disposición para realizar visitas técnicas en terreno.Atención de clientes.Licencia de manejo tipo B (no excluyente)Datos generales:Lugar de trabajo: Antofagasta, ciudad de Antofagasta.Jornada: lunes a viernes, 9:00 a 18:00 horas (1 hora de colación).Salario: a convenir según experiencia y/o conocimientos.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-electrico-mecanico-en-antofagasta-4811F4BFCF4869D661373E686DCF3405,2020-09-06
Ingeniero Informático,"Santiago Centro, R.Metropolitana",Fundación,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se necesita Ingeniero informático para empresa Privada, con Experiencia mínima 3 años con los siguientes conocimientos:- Lenguajes programación VB.NET / C#. Soporte aplicaciones existentes.  IDE Visual Studio. Creación de funcionalidades nuevas.- Conocimiento SQL Server. Generación de scripts, procedimiento almacenados.- Instalación / configuración de máquinas físicas Windows.- Conocimientos avanzados de Redes.- Conocimiento configuraciones de salida Internet para aplicaciones (Proxy u otros)- Web Service (SOAP / REST), conocimiento de consumo e integración",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-lunes-a-viernes-en-santiago-centro-927F376E02992DE961373E686DCF3405,2020-09-06
