oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
jefel área personal," Huechuraba, R.Metropolitana",No Informa,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa del sector, requiere contratar contador auditor o ingeniero comercial. Para desempeñarse en el cargo de jefe de personal. Idealmente experiencia tres años en jefatura relacionadas al área. Experiencia comprobable, buen trato con el personal a cargo, buena disposición, y cumplimiento de funciones.Se espera que la persona, posea competencias tales como:- Excel avanzado-Manejo en plataformas tales como Talana y Pirrol (deseable)-Leyes laborales-Código del trabajo-conocimiento contable-conocimiento en informes de calculo - remuneraciones - dotaciocion.El horario de trabajo es de lunes a viernes de 09:00 a 17:00",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-jefe-del-area-de-personal-contador-auditor-o-ingeniero-comercial-en-santiago-huechuraba-6A03819EDD2099AF61373E686DCF3405,2020-09-06
Ingeniero Genexus Web," Las condes, R.Metropolitana",Enlace Personas,1500000.0,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Profesional Informática especialista en Genexus Web versión Evo3 en adelante Requisitos:Ingeniero o Analista de Sistemas, con experiencia a lo menos 3 años desarrollo comprobable en proyectos informáticos, deseable en Instituciones financieras y otras no excluyentes.- Experiencia comprobable en desarrollo y mantención de software usando GENEXUS Evo1 o superior.- Deseable experiencia en desarrollo y mantención de software usando base de datos relacionales Oracle o MS SQL",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-genexus-web-contrato-proyecto-en-santiago-las-condes-A4B46BE090A3B62261373E686DCF3405,2020-09-06
Ingeniero especialista BMS,"Villarrica, Araucanía",ADT Security Services SA,,3.0,No,No,Jornada extraordinaria,Otro tipo de contrato,Universitaria,"Ingeniero especialista BMS  - WD30096545189DESCRIPCIÓN DE LA COMPAÑÍA:Johnson Controls está impulsado por tu talento. Somos el poder detrás de la misión del cliente. Juntos estamos construyendo un mundo seguro, cómodo y sostenible. Nuestro equipo global diverso crea soluciones innovadoras e integradas para hacer que las ciudades estén más conectadas, los edificios más inteligentes y los entornos más cómodos y seguros. Nuestro objetivo es mejorar los resultados para nuestros socios. Mañana necesita tu talento. Mañana te necesita. Así que hablemos hoy.DESCRIPCIÓN / RESPONSABILIDADES:Importante Empresa Multinacional líder en su rubro, busca un Especialista en BMS, que será responsable de planificar y ejecutar proyectos de HVAC y BMS, Para la Ciudad de Villarica.Responsabilidades:  Liderar y controlar el desarrollo de Ingeniería de detalles BMS según requerimientos del cliente.  Velar por las buenas prácticas de Ingeniería y normativa aplicable.  Supervisar y planificar objetivos de Proyectistas BMS.  Supervisar y revisar el desarrollo de planimetrías y documentos asociados (Planta, Unilineales, Listado de Puntos, Planos P&ID, Memorias Descriptivas, entre otros.)  Resolución de observaciones de terreno emitidas por contratistas y constructora, y desarrollo de informes en respuesta a observaciones técnicas emitidas por cliente.  Detecta desviaciones durante el desarrollo de Ingeniería y apoya Administrador en definición de BOM pendientes.  Supervisión y seguimiento de actualización de planos AS BUILT.  Apoyo técnico para armado y configuración de maquetasRequisitos:  Ingeniero Civil Eléctrico mención Control de Procesos / Automatización   Mín. 3 años de experiencia  Experiencia demostrable como Ingeniero de Diseño de Ingeniería de Detalles de sistemas de Control Centralizado y Edificios Inteligentes.  Manejo de AutoCAD nivel medio.  Deseable manejo de Navisworks.  Deseable experiencia con sistemas METASYS Johnson Controls Experiencia demostrable en el diseño de sistemas de Control y",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-especialista-bms-en-villarrica-B0E421F795F3CAFA61373E686DCF3405,2020-09-06
Ingeniero Civil Ambiental,"Antofagasta, Antofagasta",Empresas HumanNet - Chile,1210000.0,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Nuestro cliente, importante empresa del sector requiere de Ingeniero Civil Ambiental en AntofagastaFunción del cargo:Realizar evaluaciones ambientales de proyectos (consulta de pertinencia y construcción y revisión de DÍA) y evaluaciones de riesgos ambientales. Requisitos del cargo:- Estudios: Ingeniero Civil Ambiental (Titulado)- Experiencia: 3 años ejerciendo profesión- Conocimientos en evaluaciones ambientales de proyectos y evaluaciones de riesgos ambientales- Licencia de conducir clase BCondiciones contractuales:- Contrato bajo régimen de servicios transitorios- Renta : $ 1.210.000 líquidos- Horario: De Lunes a viernes de 08:00 am a 17:18 hrs.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-ambiental-antofagasta-en-antofagasta-3D03525C6276D6F761373E686DCF3405,2020-09-06
Ingeniero Propuestas HVAC," Providencia, R.Metropolitana",No Informa,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa multinacional de servicios eléctricos, telecomunicaciones, mantenimiento industrial y eficiencia energética requiere a Ingeniero de Ejecución Climatización o Refrigeración Industrial, para desempeñarse como Ingeniero de Propuestas, quien tendrá como principal función estudiar y presentar propuestas de solución que se ajusten a los requerimientos y/o especificaciones de los clientes, proporcionados por el área de ventas, con el fin de proveer una solución acorde y competitiva.Conocimiento técnico:- Montaje + O&M disciplina HVAC: Sistemas de Climatización y Ventilación Industrial con Chillers, Fancoil,Torres de Enfriamiento, VRV, Unidades Manejadores de Aire, Salas eléctricas, Control, Comunicaciones yConfort en Faenas.- Experiencia en Preparación de memoria de cálculo, planos estructurales y especificaciones técnicas,Levantamientos Técnico- Estructurales, Validación de Piezas Técnicas, etc.- Dominio en Diseño, Cálculo y Evaluación de Proyectos HVAC- Nivel avanzado en Autocad 2D y 3D- MS Project nivel medio- BIM_SW: Revit, Archicad, Softplan, Allplan, nivel medio- MS Office nivel medio- Diseño, Implementación, Operación BIM/SIC- Primavera P6- Excel: Modelamiento, Optimizaciones y Macros- Certificación PMP [PgMP, CAPM, ACP, PMI, RMP, SP, PBA]- Otras Certificaciones [LEED, EDGE, WELL, CES, otras]Requisitos mínimos:- Titulo Ingeniero de Ejecución Climatización o Refrigeración Industrial.- Poseer una experiencia mínima de 3 años en el cargo propuesto.*FAVOR ADJUNTAR SU CURRÍCULO PERSONAL EN SU PERFIL DEL PORTAL EN FORMATO WORD O PDF*",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-propuestas-hvac-region-metropolitana-en-santiago-providencia-E5589589D05EB2FC61373E686DCF3405,2020-09-06
Ingeniero en Planeación," Quilicura, R.Metropolitana",No Informa,,3.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Destaca empresa de alimentos requiere para su incorporación a un Ingeniero Civil,en Administración o industrial.para el cargo de Ingeniero de Planeación. Debe tener al menos 3 años de experiencia en empresas de alimentos y en el cargo.Dentro de sus funciones de destaca:-Revisar plan de abastecimiento anual, mediano plazo (Plan Cuatrimestral) y/o corto plazo -Analizar, modificar y generar el plan de abastecimiento sugerido final-Analizar pronóstico de demanda (semanal)-Actualizar tablas de las demandas históricas semanalmente-Cargar información de Inventarios (Bodegas, Cedis y transito)-Conocer y analizar la demanda semanal, sus eventos y variables (pronóstico ajustado, capacidades de vehículos, bodegas, producción)-Determinar cantidad de producto requerido y generar pedido de planta-Analizar y modificar el pedido a realizar-Negociar productos críticos, adiciones, cancelaciones o transferencias-Coordinar con los encargados para generar despacho a todas las bodegas-Realizar seguimiento sobre el abastecimiento de producto terminado, nuevos productos y analizar sus causas (incluye análisis de faltantes)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-planeacion-experiencia-en-empresas-de-alimentos-en-santiago-quilicura-EFE58FE82FEB8E5661373E686DCF3405,2020-09-06
Ingeniero InformaticovOps (Azure plataforms)," Providencia, R.Metropolitana",IT People S.A.,,4.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Educación media,"Importante empresa multinacional de servicios informáticos se encuentra en búsqueda de un Ingeniero Informatico DevOps con experiencia en Azure plataforms, idealmente de al menos 4 años, para proyecto de 12 meses. Disponibilidad inmediata de ingreso y entrevistas.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-informatico-devops-azure-plataforms-en-santiago-providencia-1DE799403CB285F361373E686DCF3405,2020-09-06
Ingeniero Proyectista,"Antofagasta, Antofagasta",ADT Security Services SA,1200000.0,2.0,No,No,Jornada extraordinaria,Otro tipo de contrato,Universitaria,"Ingeniero Proyectista - WD30098051216Johnson Controls se basa en su talento. Somos el poder detrás de la misión del cliente. Juntos estamos construyendo un mundo seguro, cómodo y sostenible. Nuestro equipo global diverso crea soluciones innovadoras e integradas para hacer que las ciudades estén más conectadas, los edificios más inteligentes y los entornos más cómodos y seguros. Nuestro objetivo es mejorar los resultados para nuestros socios. Mañana necesita tu talento. El mañana te necesita. Así que hablemos hoy.DESCRIPCIÓN / RESPONSABILIDADES:Westfire, empresa líder en su rubro, busca un ingeniero proyectista para desempeñar labores en importante proyecto en la Región de Antofagasta. Será responsable de desarrollar la ingeniería desde la planificación, organización, dirección y control de los proyectos durante la etapa de venta hasta su posterior entrega.Las funciones principales son: Almacenar, analizar y procesar los planos recibidos del cliente. Elaborar informes de avances del proyecto, listados de planos y materiales. Recopilación de información técnica acerca de los equipos y sistemas involucrados en el proyecto. Realizar inspecciones en terreno de la ingeniería proyectada. Levantamientos de instalaciones para la creación y construcción de planos As Build. Cubicación de planos de sistemas de detección de incendios, seguridad CCTV, extinción de incendios proyectando en sistemas de rociadores de agua, HFC-227ea Ecaro 25, CO2, polvo químico seco, sistemas de espuma alta y baja expansión, respectivas alimentaciones de extinción de incendios . Control sobre los documentos y registros asociados al Sistema de Gestión Integrado. Cumplir con los descritos en los procedimientos e instructivos para el desarrollo de los trabajos.Requisitos: Título Profesional de Ingeniero Ejecución, Civil Industrial o afín Manejo Avanzado de Excel, Project y Autocad Mínimo 2 años de experiencia en el área y / o en cargos similares Conocimientos en normas NFPA y las que aplican para la ejecución de la ingeniería. Licencia de Conducir Clase B.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-proyectista-en-antofagasta-2241D8F345EAA8C661373E686DCF3405,2020-09-06
Ingeniero Software osarrollador," Providencia, R.Metropolitana",Servicios e inversiones Fastco Spa,,1.0,No,No,Desde Casa,contrato a plazo fijo,Universitaria,"Destacada Multinacional de Contact Center se encuentra en búsqueda de Ingeniero de Software o Desarrollador para incorporarse en el desarrollo de nuevos proyectos corporativos.Funciones:Creación de herramientas tecnológicas que puedan satisfacer la necesidad detectadas y solicitadas tantos por nuestros clientes internos como externos, enfocadas a la inteligencia artificial.Generar nuevos nichos de negocios, pudiendo ser participe desde un proceso de creación hasta relación comercial con otros clientes.Desarrollo de lenguaje de programación.Requisitos:Ingeniería Civil, Ingeniería informática, Programación o carrera a fin.Experiencia de 3 años en cargos similares.Lenguaje Java, HTML, Ajax, Pyton y PHPExperiencia en automatización de procesos.Distintos servidores como Windows y Linux.ASR (reconocimiento de voz) y TTS (texto a voz)Inteligencia ArtificialHorario de trabajo: de Lunes a Viernes, horario de oficina.Ofrecemos: Contrato directo con la empresa y posibilidad de desarrollo profesionalRenta acorde a mercado.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-o-desarrollador-en-santiago-providencia-F36275F5292D8D3B61373E686DCF3405,2020-09-06
Ingeniero Administrador infraestructura,"Santiago Centro, R.Metropolitana",everis,,3.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Somos everis an NTT DATA Company, compañía multinacional líder en servicios ITTI, consultora multinacional que nos dedicamos a la consultoría ofrece soluciones de negocio, estrategia, transformación digital, desarrollo y mantenimiento de aplicaciones tecnológicas yy outsourcing abarcando todos variadoslos sectores del ámbito económicocomo Banca, Industria, Salud, Seguros, Telecomunicaciones, Utilities, entre otros. Somos una compañía formada por 24.500 profesionales presentes en Europa,  USA y LatinoaméricaAméricas. En 2014 nos unimos al grupo NTT DATA, octava la sexta empresa de servicios IT TI del mundo, con más de 1200.000 profesionales y presencia en Asia-Pacífico, Oriente Medio, Europa, Latinoamérica y Norteamérica.más de 50 países. Por encima de todo creemos en las personas, en su desarrollo integral y en el talento que representan. En everis apostamos firmementecreemos en las personas, en su por el talento y desarrollo integral, ofreciendo, y nuestro principal objetivo  un contexto de libertad responsable paraes conseguir un alto rendimiento profesional. al crear un contexto de libertad responsable. Trabajar en everis es formar parte de un gran equipo humano diferencial, tendrás con la oportunidad de unirte a proyectos de transformación tecnológica y ser protagonista de tu propia historia de crecimiento profesional.¿Te apasiona la tecnología?, ¿Te gusta la transformación digital?, ¿Quieres ser parte de proyectos  transformacionales y desafiantes? Entonces somos la compañía correcta para ti. En everis, buscamos profesional con energía y pasión por asumir nuevos retos, que desee desempeñarse como  Ingeniero Administrador de infraestructura  en el desarrollo de los distintos proyectos que lideramos en el mercado. Funciones1.Configuración de cuentas de accesos de usuarios.2.Monitoreo de hosts a nivel de performance y elementos de continuidad operativa de hardware.3.Solución de problemas críticos presentados a nivel de hosts Unix/Windows.4.Actualización de sistemas operativos. Requisitos: - Profesional con al menos 3 años de experiencia como Administrador de Infraestructura de TI para ambientes pre-productivos. Conocimientos técnicos específicos:1.Experiencia manejando y configurando LANs, WANs, WLANs, VPNs.2.Conocimientos en protocolos y estándares incluyendo Políticas de grupo, Seguridad Linux, Virtualización, Continuidad de negocio, Recuperación de desastre, entre otros.3.Conocimientos Solidos en sistemas operativos Unix, Aix, Solaris, Redhat, Windows Server, y utilización de su línea de comandos.4.Conocimientos sólidos en integración, monitoreo y mantenimiento de sistemas virtualizados (Vmware)5.Conocimientos en gestión de paquetes de aplicaciones de TI y software.6.Conocimientos en Bash Scripting.7.Conocimientos en gestión a través de PowerShell de Windows.8.Conocimientos en sistema de monitoreo Nagios.Profesional Universitario titulado de Ingeniero Civil, Ingeniero en Ejecución informática, Redes o carrera afín.  Deseable: Certificaciones  CompTIA Server+, RHCE, VCP6-DCVNuestros MODELO RETRIBUTIVO consta de renta competitiva de mercado, seguro de vida, seguro médico gratuito para ti y tus cargas legales, seguro dental, asignación de colación y variados beneficios de CONCILIACIÓN y EQUILIBRIO de la vida laboral y profesional. Contamos con un MODELO DE CARRERA profesional sólido y diferencial, en donde cada colaborador define su línea de crecimiento según sus propios intereses.  En everis te enfrentarás a los GRANDES DESAFÍOS, que nos plantean nuestros clientes. Cs; con tu trabajo, serás protagonista de la transformación digital y vivirás la experiencia de trabajar en proyectos de DISTINTOS SECTORES, : Banca, Telecom, Industria, Utilities, Seguros y Sector Público; desarrollando la implementación de canales online, creación de Apps, biometría e IA, interfaces de usuarios, creación de frameworks, multicanal, creación de bots y mucho más. Podrás participar en PROYECTOS INTERNACIONALES, trabajando con profesionales y clientes de otras geografías. Tenemos acceso a una red de contactos global en América, Europa, Asia y África. PLAN DE FORMACIÓN individualizado para que desarrolles todo tu potencial, desde nuestra UNIVERSIDAD CORPORATIVA podrás dar un salto evolutivo en tu carrera, además de acceder a certificaciones de Agilidad, Oracle, Salesforce, Microsoft y muchos otros. Potenciamos el BUEN AMBIENTE LABORAL, ya que privilegiamos el trabajo con modelos colaborativos donde fomentamos el intercambio de conocimiento y el trabajo en equipo. Te encontrarás con una gran DIVERSIDAD PROFESIONAL, que nos permite desarrollar soluciones más innovadoras y conocer nuevas formas de trabajar que nos complementan. ¡Sé parte de everis y ayúdanos a construir soluciones disruptivas e innovadoras! Somos un equipo de personas apasionadas por lo que hacemos, creemos que todos los sueños son alcanzables, por eso trabajamos la disrupción del mundo de los negocios basados en tecnologías exponenciales. Marcamos el inicio de la siguiente generación tecnológica a través de distintas iniciativas innovadoras y disruptivas. Diseñamos el futuro, somos un punto de unión entre el ecosistema global de startups y las grandes corporaciones. Estamos viviendo el cambio y seremos testigos y partícipes de ello.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-administrador-de-infraestructura-en-santiago-centro-540D47EBA7357EF361373E686DCF3405,2020-09-06
 Analista Riesgo Y Compliance," Las condes, R.Metropolitana","ARMAS ARQUITECTOS, INGENIEROS Y ASESORES S.A.",,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Armas se encuentra actualmente en busca de un Analista de Riesgos y Compliance para su área de Riesgos ubicada en su oficina central en Las Condes, Santiago quien deberá analizar y ejecutar los lineamientos definidos por la empresa, que permitan la identificación y mitigación de riesgos de la compañía en términos operacionales, regulatorios y estratégicos, para apoyar en la continuidad operacional y el cumplimiento normativo, con foco en mantener la sostenibilidad en el tiempo de la empresa.Para ello deberá realizar las siguientes funciones:- Función 1: Implementar modelos de prevención de delitos, (políticas, procedimientos, manuales y controles) aprobados por el directorio de la empresa apoyando al resguardo legal de la organización y a su Gobierno Corporativo, cumpliendo la normativa legal vigente.- Función 2: Apoyar el plan comunicacional y de capacitación de las estrategias del área.- Función 3: Coordinar y ejecutar la generación de los lineamientos que permitan identificar los riesgos de los distintos procesos y sus procedimientos de la ley 20.393 y ley 19.913 y sus respectivas actualizaciones.- Función 4: apoyar el levantamiento e identificación de riesgos y controles, así como la documentación (políticas y procedimientos, de los diversos procesos de la empresaNuestro Candidato Ideal:-conocimiento de COSO / COSO ERM e ISO 31.000-Ingeniero Comercial, Contador Auditor o Profesional a finUbicación: Santiago - Las condes, R.MetropolitanaHorario Laboral: Lunes a Jueves de 8:00hrs a 18:30hrs - Viernes de 8:00hrs a 17:15hrsDiscapacidad: Esta vacante es apta para personas con discapacidad.Beneficios:Renta acorde al mercado inmobiliarioBeneficios fijos y variables desde contrato a plazo Capacitaciones, becas y posibilidad de desarrollo profesionalSeguro complementario de salud permiso día cumpleañosseguro de vida y catastróficodescuentos compra inmuebles",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-998537-analista-de-riesgo-y-compliance-en-santiago-las-condes-EF12D8F3D0AC05E261373E686DCF3405,2020-09-06
Técnico en Construcción," Providencia, R.Metropolitana",AyM Ingenieros,,1.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Se requiere Técnico en Construcción con al menos 1 año de experiencia en proyectos de Agua Potable, Aguas Servidas, Pavimentación y Aguas Lluvias, para revisión de proyectos y procesos. Deseable manejo de metodología BIM (REVIT MEP). Modalidad de trabajo: Trabajo de oficinaJornada laboral: Lunes a Viernes de 8:30 a 18:30 hrs. En modalidad de teletrabajo mientras permanezca la situación sanitaria actual.Remuneración:Según perfil del postulante.Vacante disponible en la ciudad de Santiago, Chile. Serán contactados quienes cumplan con el perfil requerido.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-construccion-en-santiago-providencia-DACD76267557A9E661373E686DCF3405,2020-09-06
Ingeniero Comercial recién egresado,"Santiago Centro, R.Metropolitana",Heavy Duty,600000.0,,Si,Si,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante empresa de servicios para la construcción se encuentra en búsqueda de un(a) Ingeniero Comercial recién egresado que cunplira funciones de coordinador comercial, con el objetivo de: Organizar y coordinar las labores comerciales tanto del departamento, como con las respectivas áreas involucradas en el proceso comercial cuidando estratégicamente la relación con los clientes.  Funciones Específicas1.Generar programa semanal de servicios en coordinación con Ejecutivos Comerciales y área de operaciones.2.Realizar seguimiento diario al programa semanal de servicios.3.Generar programa semanal de visita a clientes en coordinación de los Gerentes de Proyecto y Ejecutivos Comerciales.4.Generar seguimiento diario al programa de visitas.5.Administrar lista de precios de productos y servicios. (mantener códigos, precios nomenclaturas y toda la información referente a lista de precios actualizada y disponible)6.Supervisión, revisión y aprobación de ofertas comerciales 7.Revisión y aprobación de notas de venta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-comercial-recien-egresado-en-santiago-centro-7AD5B5A829F9FD8761373E686DCF3405,2020-09-06
Ingeniero Proyectos e Innovacion," Quilicura, R.Metropolitana",XinerLink,,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa dedicada al rubro de minería se encuentra en búsqueda de Ingeniero de Proyectoe Innovación para desempeñarse en la comuna de Pudahuel POR PROYECTO. Principales Funciones:-Liderar proyecto de diseño de equipos IoT. Desarrollo de equipo de medición y transmisión de datos paraproyectos de telemetría.-Apoyo en proyectos de integración de equipos eléctricos, como bancos de pruebas.Indicadores de logro (KPIs/Resultados)-Cumplimiento de metas-Seguimiento de proyectos y cumplimiento de calidad y plazos-Documentación generada, de respaldo del desarrollo (códigos fuentes, instructivos, planos) Requisitos:-Título de Ingeniería Civil Electrónica-Experiencia de al menos 5 años en el área eléctrica y de desarrollo, en programación (Python, C++).Conocimiento en SO Linux.-Experiencia -Conocimiento en hardware Raspberry o similar.-Conocimiento de software para la generación de planos eléctricos. Experiencia en variadores de frecuencia,gabinetes eléctricos, protecciones, cableado de control, PLCs, sistemas de medición-Conocimiento en Inglés Intermedio, Office intermedio Horario: Artículo 22Renta Acorde al mercado",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-proyectos-e-innovacion-contingencia-pudahuel-en-santiago-quilicura-295715A4EA1DE0B561373E686DCF3405,2020-09-06
Ingeniero Estudios con dos años experiencia,"Los Andes, Valparaíso",Mandomedio.com S.A.,,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Empresa de transporte requiere a Ingeniero de Estudio con al menos 1 año de experiencia en el cargo, para desempeñar las siguientes funciones:Misión del Cargo:Confeccionar y estructurar los precios de los servicios y licitaciones que sean cotizados en la empresa, haciendo estudios para optimizar la propuesta, presentando tarifas que cubran los costos y sean competitivas en el mercado. Principales Funciones:Comprender el proyecto macro al abarcar una licitación, identificando las necesidades de los clientes, teniendo en cuenta la capacidad interna de la empresa para abarcar la propuesta, presentándola a gerencia con un foco analítico y reflejando criterio para decidir si es rentable o no. Abordar los servicios de cotizaciones rápidas con responsabilidad, definiendo los precios, costos directos e indirectos para ofrecer una tarifa conveniente de ambas partes. Evaluar los proyectos aplicando conocimientos financieros para hacer un estudio completo, presentando flujos de cajas, proyecciones y sacando indicadores.Mantener una relación directa con las diversas áreas de la empresa, operaciones, RRHH, finanzas, administración.Mantener la información documentada y estructurada, presentándola de manera metódica.Jornada Trabajo: Lunes a Viernes de 9.00 a 19.00 hrs. Lugar de Trabajo: Los Andes.Requisitos:Estudios mínimos: Ingeniería comercial - Ingeniería Civil Industrial.Excel Intermedio (Tablas dinámicas)Conocimiento ERP (idealmente SAP) (deseable)Al menos 1-2 años de experiencia en el cargo.Disponibilidad para trabajar en Los Andes.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-estudios-con-dos-anos-de-experiencia-los-andes-en-los-andes-853306CEBE965E8A61373E686DCF3405,2020-09-06
Ingeniero Sistemas Senior,"Santiago Centro, R.Metropolitana",Zeke,,5.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Se requiere contratar profesional con el siguiente perfil:Ingeniero de Sistemas Senior con 5 o mas años de experiencia en:Administración avanzada de plataformas Cloud AWS, Azure, GCP, IBM, etc.  Al menos una en modalidad DevOpsCreación de servicios PaaS para BD, contenedores, NoSQL, Java, JS entre otros.Desarrollo de pipelines en CI/CDElaboración y orquestación de contenedoresAdministración de servidores LinuxAdministración de AppServers.Experiencia con bare-metal/on-premise deployment, networking, storage y tecnologías de virtualización como Xen, VMware, Hyper-V, y KVMSe ofrece contratación indefinida, interesados enviar cv indicando su disponibilidad y pretensiones de renta",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-sistemas-senior-en-santiago-centro-D5540634EBE437D061373E686DCF3405,2020-09-06
Ingeniero en tránsito,"Santiago Centro, R.Metropolitana",Empresas HumanNet - Chile,,3.0,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Nuestro cliente, importante empresa del rubro de la tecnología, necesita incorporar para nuevos proyectos a un Ingeniero en tránsito. El objetivo del cargo es levantar información cartográfica de la ciudad y mejorar los datos de tránsito de la ciudad.Funciones Crear políticas de modelado de datos de tránsito a nivel de ciudad.Identificar las expectativas de los usuarios de tránsito, patrones y problemas sistemáticos de datos o brechas en los datos de tránsito.Realizar cambios en el modelo de datos para mejorar y resolver problemas de la plataforma.Realizar investigaciones de campo en la ciudad con el objetivo de determinar el origen de los problemas de tránsito y los problemas de los usuarios.RequisitosFormación académica como ingeniero civil en tránsito o carrera afín. Inglés fluido (especialmente habilidad oratoria)Experiencia mínima de 3 años en temas de movilidad.Conocimiento tecnológico básico en programación de Java, C #, C ++ y Python.Manejo de herramientas de mapeo como SIG y SME con profundos conocimientos en la red de tránsito y tráfico de la ciudad y país.Conocimiento de las leyes de tránsito.Conocimiento en modelos políticos y características clave del mapeo de la ciudad y país. Condiciones contractualesRenta: $1.200.000 líquido",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-transito-en-santiago-centro-FD37205D9975452361373E686DCF3405,2020-09-06
Ingeniero Software," Providencia, R.Metropolitana",DSAC CHILE SPA,,4.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"¡Te estamos buscando! En Dsac Chile, nos encontramos en búsqueda de Ingenieros de Software, con experiencia en, Java, SpringBoot, NodeJS, Angular, PLSQL, Git.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-en-santiago-providencia-6EEFA856A229AB6361373E686DCF3405,2020-09-06
Ingeniero Redes," Providencia, R.Metropolitana",No Informa,1100000.0,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante institución del estado, se encuentra en la búsqueda de Ingeniero de Redes con experiencia en sector Público (EXCLUYENTE)Se requiere: Conocimientos prácticos en Antivirus Kaspersky 11 (agregar equipo a consola,modificación de políticas, distribución de agentes, etc.) Conocimientos prácticos en Antispam Barracuda (desbloqueo de correos, asignar a listas blancas, etc.) Conocimientos prácticos en Archiving Barracuda (validación de almacenamiento de correos, recuperación de correos borrados, etc.) Manejo de arquitectura Active Directory (creación de usuarios y grupos, creación de GPO, etc.) Manejo practico de Exchange 2010 (creación de buzones, creación de listas dedistribución, etc.) Conocimiento practico de Palo Alto (modificación de políticas, desbloqueo depáginas, etc.) Manejo de switch cisco (liberación de puntos de red, asignación de seguridad a puertos, etc.) Conocimientos prácticos de DNS y DHCP Manejo practico de Radware 5208 (creación de SmartNat, creación de Inbound Rules, etc.) Manejo practico de Controlador Aruba (Agregar Access Point Nuevos, seguimiento de clientes, etc.)Se ofrece:Renta Líquida: 1.100.000 sin bonos adicionalesSeguro complementario: SI / Gratis para el trabajadorTipo de contrato: Obra y faenaDuración del proyecto: 24 mesesModalidad: Presencial y remoto",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-redes-experiencia-en-sector-publico-en-santiago-providencia-CC9180DD30EEB4BA61373E686DCF3405,2020-09-06
